TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
538,495,92.0074,495,92.0074,0,188002,115439,61.4030

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,PIN,VALOR,MLP,UNE,VICTORIA,ELEFANTE,WINAQ,VAMOS,U R N G - MAIZ,PPN,TODOS,CREO,BIEN,CAMBIO,PHG,PODEMOS,FCN-NACION,VIVA,PR,MI FAMILIA,UR,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
12734,"Retalhuleu",11,"Retalhuleu",1,1737,600,43,3,0,54,5,3,0,1,3,10,1,4,0,1,31,0,0,0,0,5,0,0,0,14,178,25,4,207,0,207,--,600,393,178,207,207,Algún campo sin dato,1,21a67bf85fa507a6bf92973cfb5dc22faf0d678892dd534e8a9e54818b01c7f3,25/06/2023 23:42:03,ESCANER
12735,"Retalhuleu",11,"Retalhuleu",1,1737,600,32,2,0,45,2,2,1,0,1,9,1,8,0,0,20,1,0,0,0,9,0,0,1,8,142,22,7,171,3,174,--,600,401,142,171,174,Algún campo sin dato,1,c7ff6cbf41cdbf060f3f16d657b5b126ad1e76fae429ea0befdd12d0c52af660,25/06/2023 23:36:25,ESCANER
12736,"Retalhuleu",11,"Retalhuleu",1,1737,600,12,0,1,27,2,2,0,0,0,3,0,2,0,0,4,0,0,0,0,2,0,0,1,5,61,4,4,69,1,70,--,600,530,61,69,70,Algún campo sin dato,1,702ce5f7d91428be28cfb15ece30030cb420c602904719b584a56f1168c1fe6f,25/06/2023 23:58:05,ESCANER
12737,"Retalhuleu",11,"Retalhuleu",1,1737,349,2,1,0,8,0,3,0,0,0,1,0,2,0,1,5,0,0,0,0,1,1,0,0,1,26,5,2,33,0,33,--,350,317,26,33,33,Algún campo sin dato,1,eafa3605a524eaf6140a7bf2d3a0eece1b64e7c87e95a51ab1cef997f47abb6d,25/06/2023 22:26:40,ESCANER
12738,"Retalhuleu",11,"Retalhuleu",1,1737,348,5,0,0,4,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,16,1,1,18,0,18,--,--,--,16,18,18,Algún campo sin dato,1,960820d05d699ab1b158c098479fcb96611cadd9b7bba45378eeefa2465a1929,25/06/2023 20:29:39,ESCANER
12739,"Retalhuleu",11,"San Sebastián",2,1738,400,47,15,0,20,10,15,0,0,6,20,7,3,3,0,13,2,0,0,0,9,0,1,0,17,188,57,7,252,0,252,--,400,148,188,252,252,Algún campo sin dato,1,c54116508a74bac605e6ce399db306057350629f6dae66ae3306c0640e5333db,26/06/2023 01:57:02,ESCANER
12740,"Retalhuleu",11,"San Sebastián",2,1738,400,54,11,1,15,8,17,1,1,1,13,8,5,4,1,16,0,0,0,0,8,1,1,2,26,194,57,9,260,0,260,--,400,140,194,260,260,Algún campo sin dato,1,e9eb8ac592fa50f00ba4bdf11f4493b3d67e620fbccc90ef3f00152d41771aa3,26/06/2023 02:14:36,ESCANER
12741,"Retalhuleu",11,"San Sebastián",2,1738,400,67,12,0,23,10,12,1,2,1,18,4,3,4,0,7,0,0,1,0,13,0,0,1,38,217,55,23,295,0,295,--,400,105,217,295,295,Algún campo sin dato,1,bb1ec71fbc3af5a372fc5e8dd2ac561569301412c52fbe33944a32aac7ba646e,26/06/2023 03:32:32,ESCANER
12742,"Retalhuleu",11,"San Sebastián",2,1738,400,52,19,0,16,12,15,0,1,1,17,9,4,0,2,19,0,0,0,0,5,3,1,0,21,197,89,8,294,0,294,--,400,106,197,294,294,Algún campo sin dato,1,d08774c515f82cfa62d4b584f0f2a43f427794bb1134450110a7ac96c2620d5b,26/06/2023 05:00:56,ESCANER
12743,"Retalhuleu",11,"San Sebastián",2,1738,400,55,22,1,22,22,12,1,1,4,18,9,0,1,0,8,0,2,0,1,1,3,0,2,10,195,87,16,298,0,298,--,400,102,195,298,298,Algún campo sin dato,1,fb9a4e8c972af4b8f467537f363301f089398b91ca5efca9decae96eedcefa22,26/06/2023 02:54:56,ESCANER
12744,"Retalhuleu",11,"San Sebastián",2,1738,400,54,19,2,27,12,15,0,1,1,22,9,1,0,1,9,1,9,0,2,5,1,0,1,15,213,68,16,290,0,290,--,400,107,207,291,291,Sumas Asentadas sin cuadrar,1,4687ff797f3a675f9f8b9cf50176255b319051ecdd731bee577bc7da8b2f31c8,26/06/2023 04:47:43,ESCANER
12745,"Retalhuleu",11,"San Sebastián",2,1738,400,43,19,0,13,5,6,2,1,1,20,3,2,0,2,21,0,1,0,0,4,0,1,0,22,166,58,11,235,0,235,--,400,165,166,235,235,Algún campo sin dato,1,9dee1ae917e89d2f60163f1fed2156aa505f14fd0117b962da5c66e4dc9ea99a,26/06/2023 02:54:23,ESCANER
12746,"Retalhuleu",11,"San Sebastián",2,1738,400,45,14,0,17,4,8,0,1,2,16,4,1,5,0,7,0,0,1,3,6,1,0,2,27,164,76,8,248,0,248,--,400,152,164,248,248,Algún campo sin dato,1,40f987ba14ec93dbc03a3fc10f414fbb8281c7ad1b48f98876beb585a6f09f1f,26/06/2023 01:10:23,ESCANER
12747,"Retalhuleu",11,"San Sebastián",2,1738,400,53,8,1,14,8,6,0,1,3,13,9,1,4,0,10,0,0,0,0,9,1,0,1,23,165,68,10,243,0,243,--,--,--,165,243,243,Algún campo sin dato,1,cf7b444174fd95761cb35bbcec8c657212b259f4962d48420886a6bd7a569ead,26/06/2023 00:08:25,ESCANER
12748,"Retalhuleu",11,"San Sebastián",2,1738,400,44,13,0,12,13,12,1,1,4,18,3,2,3,0,8,1,0,0,1,3,3,0,5,34,181,59,13,253,0,253,--,400,147,181,253,253,Algún campo sin dato,1,25c96cd75264b3f451ca07cbd5c7338d4609869a7bfff25b4f480f97e08583ff,26/06/2023 03:24:19,ESCANER
12749,"Retalhuleu",11,"San Sebastián",2,1738,400,46,16,1,21,9,15,1,0,1,20,8,3,2,1,9,2,0,0,0,5,1,0,0,17,178,64,18,260,0,260,--,400,140,178,260,260,Algún campo sin dato,1,0a9c45d75080167316c28a2d347733dad525eae871808f523607ec4f4551de42,26/06/2023 01:47:57,ESCANER
12750,"Retalhuleu",11,"San Sebastián",2,1738,400,43,18,0,9,8,12,1,0,1,24,3,4,4,0,11,0,0,1,1,4,0,0,0,13,157,59,11,227,0,227,--,400,173,157,227,227,Algún campo sin dato,1,f1665b9090e3c976f88a5eec038a358bd9dace66073feeda392ea6369ca7e8c6,26/06/2023 00:33:44,ESCANER
12751,"Retalhuleu",11,"San Sebastián",2,1738,400,54,15,1,9,10,12,2,1,2,18,5,1,3,1,12,0,1,0,0,7,0,1,0,37,192,49,6,247,0,247,--,400,153,192,247,247,Algún campo sin dato,1,c2a625b1d6e52991125e3488e8dfa2e37a2771f59883531e76dc01fceaf73bc4,26/06/2023 02:55:06,ESCANER
12752,"Retalhuleu",11,"San Sebastián",2,1738,400,58,9,0,20,6,8,0,0,2,15,7,3,0,1,29,0,0,1,0,4,1,0,2,35,201,44,2,247,0,247,--,400,153,201,247,247,Algún campo sin dato,1,61594e5338689ee273de79ae55279e721fedc48f4bb5f677533158bd565028fb,26/06/2023 00:29:55,ESCANER
12753,"Retalhuleu",11,"San Sebastián",2,1738,400,65,9,0,16,9,8,0,2,2,15,10,1,0,2,17,1,0,1,0,2,2,1,1,44,208,39,7,254,0,254,--,400,146,208,254,254,Algún campo sin dato,1,aa3541b65395d3e0584744685ca894cdc2f7129cc39f096befd37d5188bdb020,26/06/2023 01:21:29,ESCANER
12754,"Retalhuleu",11,"San Sebastián",2,1738,240,35,5,1,15,4,4,1,0,0,8,4,1,3,1,13,0,0,0,0,2,0,0,0,16,113,33,1,147,0,147,--,240,93,113,147,147,Algún campo sin dato,1,77901638daae85c3947c8d19024dd9ee70a1ef501b5451518531716a53026dfb,26/06/2023 02:21:03,ESCANER
12755,"Retalhuleu",11,"San Sebastián",2,1738,240,30,6,0,17,3,5,1,0,2,8,3,0,0,0,4,0,0,1,0,0,1,0,0,13,94,32,4,130,1,131,1,240,106,94,130,131,,1,c568a3161f1f687d703714b717d16dffe47ccd4c925912712a7e82c411f21f41,26/06/2023 01:07:51,ESCANER
12756,"Retalhuleu",11,"San Sebastián",2,1739,400,40,13,0,32,9,18,0,0,1,27,7,4,2,0,8,0,1,1,2,8,4,1,2,9,189,48,36,273,0,273,--,400,127,189,273,273,Algún campo sin dato,1,6b3c4b0650507bcbeb6999d46db47feb9bc8ac2f32d584dc3c0dbf9804015f39,26/06/2023 02:52:26,ESCANER
12757,"Retalhuleu",11,"San Sebastián",2,1739,400,49,15,0,29,7,25,1,2,2,19,2,6,1,1,11,0,1,5,0,10,4,0,0,9,199,61,23,283,10,293,--,400,107,199,283,293,Algún campo sin dato,1,e7001e96da8008427147aa951574c8dee07a7a46f567263709655bc22089a5b1,26/06/2023 02:21:00,ESCANER
12758,"Retalhuleu",11,"San Sebastián",2,1739,400,53,13,2,26,10,20,0,0,2,27,0,4,3,0,9,3,0,1,1,14,5,0,1,7,201,45,16,262,0,262,--,400,138,201,262,262,Algún campo sin dato,1,a8efd5cea42b4788786b0a3e404b915335009f2aac9fd383bb2587132f79cf5f,26/06/2023 00:19:22,ESCANER
12759,"Retalhuleu",11,"San Sebastián",2,1739,400,57,17,1,38,7,12,0,1,3,20,8,1,3,1,14,0,1,1,0,9,3,1,0,8,206,45,12,263,1,264,--,400,136,206,263,264,Algún campo sin dato,1,d231d4747cca4cad9fac242b951bde8e2cf483f8f11443e7d1c9914e9c98155d,25/06/2023 23:43:06,ESCANER
12760,"Retalhuleu",11,"San Sebastián",2,1739,400,48,14,0,24,8,16,2,2,1,14,7,1,3,1,7,1,0,1,1,9,1,0,0,20,181,43,16,240,0,240,--,400,160,181,240,240,Algún campo sin dato,1,57fd47e29c63e166fd0f16b0780eeb9daae2b911357524658c3543f02008680d,25/06/2023 23:43:57,ESCANER
12761,"Retalhuleu",11,"San Sebastián",2,1739,250,34,8,2,19,4,8,0,0,1,12,1,1,3,0,7,0,0,0,0,5,2,0,2,19,128,18,2,148,0,148,--,250,102,128,148,148,Algún campo sin dato,1,6f96ef5b284015e68644d6bf58c6ee274df6119998e2eab224f34bc7cfb0d850,26/06/2023 00:39:29,ESCANER
12762,"Retalhuleu",11,"San Sebastián",2,1739,250,29,3,0,16,1,10,1,0,1,15,1,0,1,0,7,0,0,1,0,7,3,1,3,9,109,25,4,138,0,138,--,250,112,109,138,138,Algún campo sin dato,1,6858a2936f7ef8bba7182c5324f98c9c78fdb2571d32fbc01e3531ab13846daf,25/06/2023 23:56:33,ESCANER
12763,"Retalhuleu",11,"San Sebastián",2,1740,400,53,6,0,23,6,26,0,0,3,12,6,3,5,1,13,0,0,1,0,7,2,2,2,9,180,46,20,246,0,246,--,400,154,180,246,246,Algún campo sin dato,1,6e4907ec1546b9a1cd51001c1478b8925c0e992e488959468c228cc3dd3f5244,26/06/2023 02:22:19,ESCANER
12764,"Retalhuleu",11,"San Sebastián",2,1740,400,66,4,1,16,3,33,1,2,6,22,7,6,9,0,17,0,0,1,1,9,0,1,3,7,215,43,20,278,0,278,--,400,122,215,278,278,Algún campo sin dato,1,bbdb4544b03dcbe4941626f615bf5d2c1e3d8e0eb0fd5f5a6e4aa01afb0f8f5e,26/06/2023 00:47:56,ESCANER
12765,"Retalhuleu",11,"San Sebastián",2,1740,400,65,6,2,22,9,26,1,0,3,15,8,3,4,0,12,0,0,0,2,8,1,0,2,6,195,47,18,260,0,260,--,400,140,195,260,260,Algún campo sin dato,1,63f84e2bd78da7825f259e83312c071793f76eb9cb49c4e69d6b4a0649c937b3,26/06/2023 01:08:00,ESCANER
12766,"Retalhuleu",11,"San Sebastián",2,1740,331,36,7,0,17,3,21,0,2,1,21,8,5,3,0,11,0,0,0,0,4,1,0,1,13,154,30,12,196,0,196,--,331,135,154,196,196,Algún campo sin dato,1,573f7ca0fbf82f73fdd11e427b903d365caaced8fda02b4b8ea151645cbc511c,26/06/2023 00:56:16,ESCANER
12767,"Retalhuleu",11,"San Sebastián",2,1740,330,48,3,0,17,5,10,2,2,1,12,2,4,3,1,18,1,0,1,2,4,1,1,2,15,155,31,8,194,0,194,--,330,136,155,194,194,Algún campo sin dato,1,ecb4866ae05df35856ec612be4b856af74a06de3ffdb1e1fa2cf4a1d2ffe8622,26/06/2023 00:13:19,ESCANER
12768,"Retalhuleu",11,"San Sebastián",2,1741,380,61,8,2,30,2,22,1,3,8,29,5,0,4,1,12,1,1,0,1,21,0,0,2,4,218,36,19,273,0,273,--,380,107,218,273,273,Algún campo sin dato,1,ac9a37acfc263556ef5ed2f1b022ea6dbcad623e2328ad527d2d69a7c95dcb4d,26/06/2023 01:51:30,ESCANER
12769,"Retalhuleu",11,"San Sebastián",2,1741,380,64,11,1,37,2,10,1,0,1,18,2,5,2,1,15,0,0,8,0,27,0,1,0,7,213,36,30,279,6,285,--,380,95,213,279,285,Algún campo sin dato,1,d8fce54a9c1c22dc369e0af395dfe75414f5cf55bbc107fb850d64b1acb983da,26/06/2023 03:19:02,ESCANER
12770,"Retalhuleu",11,"San Sebastián",2,1741,380,50,7,2,33,0,22,1,0,2,23,3,7,6,0,8,0,0,0,2,23,3,0,2,9,203,48,35,286,0,286,--,380,94,203,286,286,Algún campo sin dato,1,678c35eb78c096fa62aa773f0bc90e6479f09d6c8af693e8bd15fc539e975a05,26/06/2023 02:40:46,ESCANER
12771,"Retalhuleu",11,"San Sebastián",2,1741,380,74,4,1,44,5,15,0,2,1,22,5,8,2,0,11,0,0,2,1,13,3,0,0,10,223,47,25,295,0,295,--,380,85,223,295,295,Algún campo sin dato,1,8cea806e0573a5509e3491e3aa12ff880e1b880117efac5de3067a1577fc3fd2,26/06/2023 01:45:56,ESCANER
12772,"Retalhuleu",11,"San Sebastián",2,1741,380,52,4,4,35,3,5,6,2,1,10,7,6,4,1,10,1,0,3,0,18,3,0,2,9,186,40,16,242,0,242,--,380,138,186,242,242,Algún campo sin dato,1,30f492e10dc047f3f4277041f9eea42c78c0b2386ae70f021f461e1a93d024b7,26/06/2023 04:11:03,ESCANER
12773,"Retalhuleu",11,"San Sebastián",2,1741,380,55,6,0,33,2,17,2,0,1,19,4,5,0,3,15,3,2,1,0,21,2,2,2,7,202,35,14,251,1,252,--,383,127,202,251,252,Algún campo sin dato,1,63194e3541f28812cd926d9a526b75ab12e4f22dce6a1e9102ea799afcaf0cec,26/06/2023 03:23:50,ESCANER
12774,"Retalhuleu",11,"San Sebastián",2,1741,380,54,4,1,43,5,16,1,3,2,15,3,3,2,0,13,1,0,3,0,11,0,2,3,10,195,38,18,251,0,251,--,380,129,195,251,251,Algún campo sin dato,1,d1a36d0ca3f6b37365b0803575ff8c20b22f845c37c1d4258928f724858f2269,26/06/2023 03:33:48,ESCANER
12775,"Retalhuleu",11,"San Sebastián",2,1741,380,54,5,0,36,4,17,4,2,2,12,7,2,0,2,10,0,0,2,2,17,2,0,1,4,185,35,24,244,0,244,--,380,136,185,244,244,Algún campo sin dato,1,549116ff30759a520511142047e24a41489e693360885b972b535286d8492f2c,26/06/2023 00:38:33,ESCANER
12776,"Retalhuleu",11,"San Sebastián",2,1741,380,45,7,2,52,6,23,2,1,0,20,1,0,2,1,7,0,0,2,0,14,3,0,1,2,191,41,31,263,0,263,--,380,117,191,263,263,Algún campo sin dato,1,4021a72058409d50c6caf169473cdf265acfa219a481ea6777f7492c4217e27a,26/06/2023 03:04:49,ESCANER
12777,"Retalhuleu",11,"San Sebastián",2,1741,380,64,12,0,40,3,11,0,0,0,28,2,9,0,0,11,0,0,1,2,7,3,0,1,5,199,21,18,238,0,238,--,380,142,199,238,238,Algún campo sin dato,1,bcedab7107e5374a432d161718e58a74cc4772b19ae5662e23f61b5716665546,26/06/2023 03:42:41,ESCANER
12778,"Retalhuleu",11,"San Sebastián",2,1741,380,61,10,1,27,3,8,0,0,2,22,5,2,5,0,16,0,1,4,1,8,2,1,4,16,199,29,10,238,0,238,--,380,142,199,238,238,Algún campo sin dato,1,a4ab1384ba4d6c88d1b1eb69c9e309c6966501b2440ec7fd363569033f2f18b3,26/06/2023 02:16:32,ESCANER
12779,"Retalhuleu",11,"San Sebastián",2,1741,297,54,3,1,31,0,13,1,1,0,14,1,0,1,0,13,0,0,2,1,14,0,1,1,7,159,19,8,186,0,186,--,297,111,159,186,186,Algún campo sin dato,1,eb44ced73bfd61f138eaa17f1dbb63af928912c03230521c92f6c19be3abb0ba,26/06/2023 02:03:13,ESCANER
12780,"Retalhuleu",11,"San Sebastián",2,1741,296,42,2,0,22,3,9,3,0,0,14,0,1,1,2,8,0,0,2,1,10,3,1,0,9,133,20,5,158,0,158,--,296,138,133,158,158,Algún campo sin dato,1,163bb625c8a355452a0a584edc4bdb45b1fe72ada84ad1c209d10d21c6b506cd,26/06/2023 01:05:37,ESCANER
12781,"Retalhuleu",11,"San Sebastián",2,1742,380,44,7,1,38,6,25,1,0,3,13,6,2,0,0,7,0,0,1,1,12,3,0,3,10,183,58,28,269,0,269,--,380,111,183,269,269,Algún campo sin dato,1,6d9ce2fb36f3c4af6da2502350c1ae39303af8b132422d1606cff732b36200b5,26/06/2023 01:23:46,ESCANER
12782,"Retalhuleu",11,"San Sebastián",2,1742,380,39,10,1,26,5,20,2,2,4,4,3,3,3,--,6,1,1,--,2,12,1,1,--,12,158,69,20,247,0,247,--,380,133,158,247,247,Algún campo sin dato,1,62beb1a35e0b96245e314bdf3300dcef8bf2f8e76c97c46b47c28c5d3dfea29f,26/06/2023 02:03:44,ESCANER
12783,"Retalhuleu",11,"San Sebastián",2,1742,380,41,4,2,42,6,15,3,0,4,15,7,4,6,1,5,1,0,0,2,11,0,0,1,7,177,43,24,244,0,244,--,380,136,177,244,244,Algún campo sin dato,1,51fe2a75bce54d57e091f676a1a904adb11d364f29dad5f89a8d5e69e1270425,25/06/2023 23:57:20,ESCANER
12784,"Retalhuleu",11,"San Sebastián",2,1742,310,33,5,0,38,3,27,2,0,3,10,3,1,2,0,3,0,0,0,2,6,0,0,1,9,148,46,12,206,0,206,--,310,104,148,206,206,Algún campo sin dato,1,480d3618f9f4b7bf4f2c36cf8d7672efe3713e63548e537a80e0d0debe1d246f,26/06/2023 01:32:23,ESCANER
12785,"Retalhuleu",11,"San Sebastián",2,1742,310,36,3,0,30,5,16,0,1,0,8,5,2,1,0,11,0,0,2,0,13,0,0,0,8,141,27,9,177,0,177,--,310,133,141,177,177,Algún campo sin dato,1,79810ec53f5249c5f2a2b1224357e76324fcaaa97e25d8e238f5d142bd3ddc1d,26/06/2023 00:11:23,ESCANER
12786,"Retalhuleu",11,"San Sebastián",2,1743,482,24,6,1,11,8,3,0,1,3,11,4,4,0,1,2,0,1,0,0,9,0,0,0,3,92,41,14,147,0,147,--,482,335,92,147,147,Algún campo sin dato,1,e081e2985a7ed470ec0880d724fa134776b34ccef0ff8d2f97c9c9c3102d15a3,26/06/2023 01:53:07,ESCANER
12787,"Retalhuleu",11,"San Sebastián",2,1743,482,21,6,1,17,1,8,0,1,2,7,5,3,3,0,3,0,0,0,0,9,1,0,0,8,96,26,9,131,0,131,--,482,351,96,131,131,Algún campo sin dato,1,54f7cddbb3903877e9bcec0e679ffb9a62aaa28e5c8733fe8d5d71cc16d400fd,26/06/2023 01:32:56,ESCANER
12788,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,67,2,0,30,6,44,1,1,1,37,3,8,0,0,1,0,1,1,1,13,5,3,0,10,235,36,19,290,0,290,--,400,110,235,290,290,Algún campo sin dato,1,2e8eeff801a57a1484da8b8aa62fc7e6aee67bd74eb65c0a6aa25ae22e1227a2,26/06/2023 02:25:59,ESCANER
12789,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,42,0,1,31,7,50,2,1,1,39,3,7,1,3,1,0,1,5,0,13,3,2,0,10,223,39,17,279,0,279,--,400,121,223,279,279,Algún campo sin dato,1,71d2dedb49dcbefabd32c46508534627a547bdaa51eec04657412e06699dc4cc,26/06/2023 01:12:36,ESCANER
12790,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,60,4,0,41,3,38,1,1,1,51,7,7,0,0,2,0,0,1,0,16,7,2,3,3,248,26,14,288,--,288,--,400,112,248,288,288,Algún campo sin dato,1,0047967854292c2f2c4ea2019181a2871c77bfa25a7e260d73f9a23fe2a22453,26/06/2023 00:15:36,ESCANER
12791,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,64,1,2,30,5,52,0,0,0,47,7,0,2,2,6,0,0,3,1,9,1,2,0,9,243,41,30,314,0,314,--,400,86,243,314,314,Algún campo sin dato,1,4717c79b6d7bbc24bd8303004f13ba2d6bc4b8c63392a0ddce049d279f5f0075,26/06/2023 03:01:12,ESCANER
12792,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,59,2,0,25,8,36,0,2,1,38,7,4,2,1,0,0,0,0,1,14,4,0,2,7,213,37,41,291,1,292,1,400,108,213,291,292,,1,2a33735899688138e069d4153f4a4aaf43a2131a5924482bf84bdd897802864d,26/06/2023 02:06:34,ESCANER
12793,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,71,1,1,37,4,39,3,3,0,46,4,15,2,1,2,0,0,3,1,16,7,0,1,3,260,44,29,333,--,333,--,400,67,260,333,333,Algún campo sin dato,1,476d6458cf5238cf35769c9f9d16b9a68ff454976f23b64f44b2e1a4f09f0cdc,26/06/2023 02:51:21,ESCANER
12794,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,66,2,1,41,4,26,1,3,10,39,0,14,1,2,2,0,0,5,0,21,13,0,1,4,256,51,26,333,0,333,--,400,67,256,333,333,Algún campo sin dato,1,1445b45531d768085d2218850eddd1a44c3c40ee0cd4e3ada2917121cf5a4ad9,26/06/2023 02:02:54,ESCANER
12795,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,60,0,4,41,4,31,2,2,0,30,7,4,2,1,3,2,1,3,0,9,8,1,0,10,225,18,21,264,13,277,--,400,123,225,264,277,Algún campo sin dato,1,9bfb941bf011ca14b8adc59fe532f5d1e10c3213cf391490e6971ad3b5b29f55,26/06/2023 01:34:40,ESCANER
12796,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,56,0,0,28,6,33,2,2,0,39,9,1,1,1,2,0,0,1,0,12,6,1,1,7,208,36,16,260,0,260,--,400,140,208,260,260,Algún campo sin dato,1,4f91df752aeb33cde877bde44fdb30e6245fda794d4dc1e50f9084a3ce5b0d41,26/06/2023 01:45:38,ESCANER
12797,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,69,1,1,28,6,41,2,0,2,31,4,4,1,0,3,0,0,1,0,20,6,0,1,9,230,30,18,278,0,278,--,397,119,230,278,278,Algún campo sin dato,1,6db43d387e6262df6c918fe400fd52ecf6498273b7a69635b3d314523b460c07,26/06/2023 00:47:08,ESCANER
12798,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,71,0,1,29,9,38,1,2,1,46,7,5,1,0,2,0,0,1,0,10,8,1,1,5,239,27,19,285,0,285,--,400,115,239,285,285,Algún campo sin dato,1,15fd84c84490de16301da617a32f325e35e95b13659decaec54cc865dad4a12f,25/06/2023 23:48:50,ESCANER
12799,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,76,0,1,22,3,38,1,0,0,33,6,6,1,0,2,0,0,2,1,10,5,0,1,5,213,16,18,247,5,252,--,400,148,213,247,252,Algún campo sin dato,1,733373ddc4c9172403a25dcd640160c0b5ce2c9b4de8ea4af7e969f57e789b81,26/06/2023 01:08:40,ESCANER
12800,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,69,0,3,34,5,31,1,1,0,38,6,4,1,2,6,1,0,2,1,10,9,1,2,11,238,28,8,274,0,274,--,400,126,238,274,274,Algún campo sin dato,1,50e5ebdebfc6b5f998107b5a914bf886c335409060d69cb0ceb30b9ea5be3540,26/06/2023 01:38:01,ESCANER
12801,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,69,0,1,24,9,33,0,0,2,37,2,7,0,0,2,0,0,6,0,16,3,0,1,17,229,29,7,265,0,265,5,400,130,229,265,265,,1,c5e0721c03c5703a20d5936d614dc4697e6e05c8b7c891d456a3f49941e223a0,26/06/2023 00:32:33,ESCANER
12802,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,400,104,0,0,23,5,44,0,2,0,37,6,7,0,0,2,1,0,3,0,9,5,0,0,24,272,19,6,297,0,297,--,400,103,272,297,297,Algún campo sin dato,1,639b45280532b13d79e9e459b1c688252d5011acc96414784a6d121340796a94,26/06/2023 00:38:29,ESCANER
12803,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,323,59,0,0,26,2,47,0,1,0,46,5,5,0,0,0,0,4,1,0,7,5,0,0,8,216,15,11,242,0,242,--,320,78,216,242,242,Algún campo sin dato,1,cd2626f40a5ca38ea8f8b8df0723e684c9c7b12fdb837e013609b3ecd857bc70,26/06/2023 02:07:05,ESCANER
12804,"Retalhuleu",11,"Santa Cruz Muluá",3,1744,322,50,0,2,17,2,31,0,0,0,26,3,6,0,1,2,0,0,0,0,5,3,1,0,8,157,12,4,173,0,173,--,322,149,157,173,173,Algún campo sin dato,1,ec32385da8f041c52de6446f30be31d3bee7856a80ff54532ae286a3f80deed8,25/06/2023 23:18:31,ESCANER
12805,"Retalhuleu",11,"Santa Cruz Muluá",3,1745,400,38,2,0,67,21,48,1,0,0,35,3,1,2,1,1,0,0,0,0,5,3,0,6,1,235,25,20,280,0,280,--,397,117,235,280,280,Algún campo sin dato,1,485cd9bd47a90cc9ccb1b1b4cc4c2863c178397ebc19f7f8c39a587bc8c31c7a,26/06/2023 01:51:01,ESCANER
12806,"Retalhuleu",11,"Santa Cruz Muluá",3,1745,400,18,2,0,74,33,22,1,0,0,44,2,0,3,1,2,0,0,1,0,8,0,1,1,2,215,19,32,266,0,266,--,400,134,215,266,266,Algún campo sin dato,1,83eeab39b1a79c4dd1acc5b57625a063d846653f90b0aceacbbbcf22f8bfb6bb,26/06/2023 01:11:25,ESCANER
12807,"Retalhuleu",11,"Santa Cruz Muluá",3,1745,400,30,0,0,70,12,23,0,0,0,33,5,1,0,0,1,0,0,0,1,9,0,1,3,5,194,20,19,233,0,233,--,400,167,194,233,233,Algún campo sin dato,1,d2fbd4efae908e710c64059a3e164950cc3bdaf4c35f89e30fc1a2758069b792,26/06/2023 00:25:33,ESCANER
12808,"Retalhuleu",11,"Santa Cruz Muluá",3,1745,400,30,0,0,50,18,32,0,0,1,37,5,3,0,2,1,0,0,0,0,3,2,0,2,4,190,25,21,236,0,236,--,400,164,190,236,236,Algún campo sin dato,1,62515170038b2406e104e07e5b5b3f7adb6235a7f7550c3bda2229557f959a89,26/06/2023 02:02:05,ESCANER
